id,text,label
27,پرویز الٰہی کی رہائشگاہ پر چہاپے کیخلاف لیگی خواتین رہنماؤں کا احتجاج,0
28,سربراہ عوامی مسلم لیگ اور سابق وزیر داخلہ شیخ رشید کو گرفتار کر لیا گیا,0
29,گورنر خیبرپختونخوا نے عام انتخابات کی کوئی تاریخ نہیں دی الیکشن کمیشن,0
30,چودہری شجاعت کا پرویز الٰہی کو کو ق لیگ پنجاب کی صدارت سے ہٹانے کا اصولی فیصلہ,0
31,پنجاب کی نگران حکومت کا سرکاری ہسپتالوں میں مفت ادویات کی فراہمی کا فیصلہ,0
32,وزیر خزانہ سے اماراتی سفیر کی ملاقات اقتصادی تعلقات کے فروغ پر بات چیت,0
33,وزیراعظم آج کراچی کا ایک روزہ دورہ نیوکلیئر پاورپلانٹ کا افتتاح کرینگے,0
34,پنجاب اسمبلی گورنر کے آرڈر سے تحلیل نہیں ہوئی آرٹیکل 105کا اطلاق نہیں ہوتا بلیغ الرحمن,0
35,ممنوعہ فنڈنگ کیس میں ای سی پی کے فیصلے کیخلاف اپیل عدالت آج فیصلہ سنائے گی,0
36,ملک میں مہنگائی 27.6فیصد ریکارڈ ایک ماہ کے دوران شرح میں 2.9فیصد اضافہ ہوا ادارہ شماریات,0
37,سپریم کورٹ نے نیب ترامیم کے باعث ختم ہونیوالے کیسز کا ریکارڈ طلب کر لیا,0
38,فیملی کا فیصلہ ہے چوہدری شجاعت اپنی سیاست کریں ہم عمران کیساتہ ہیں پرویز الٰہی,0
39,ایف آئی اے نے مختلف وزارتوں میں مبینہ کرپشن کی تحقیقات شرو ع کر دیں,0
40,ٹیریان کیس عمران خان نے اسلام آباد ہائیکورٹ میں جواب جمع کرادیا جج پر بہی اعتراض,0
41,پاکستان پیپلز پارٹی کے امیدوار نثار کہوڑو بلا مقابلہ سینیٹر منتخب ہوگئے,0
42,آرمی چیف جنرل عاصم منیر کو امریکی سینٹرل کمانڈ کے کمانڈر جنرل کوریلا کا فون تعزیت کا اظہار,0
43,الیکشن کمیشن کیس فواد چوہدری کی درخواست ضمانت منظور اڈیالہ جیل سے رہا,0
44,شاہد خاقان نے پارٹی عہدہ چہوڑ دیا محمد زبیر مریم کے چیف آرگنائزر بننے پر استعفا دیا سابق وزیراعظم,0
45,ایف بی آر نے جنوری میں ٹیکس وصولی کا ہدف عبور کرلیا,0
46,شیریں مزاری نے محسن نقوی کوجانبدار کابینہ کو پی ڈی ایم کا حمایتی قراد دیدیا,0
47,اداروں کیخلاف گفتگو پی ٹی آئی کی خاتون رہنما شاندانہ گلزارپر بہی مقدمہ درج,0
48,رانا عمران انجمن آڑہتیاں سبزی منڈی بادامی باغ کے جنرل سیکرٹری منتخب,0
49,مہنگائی کے باعث پنشن میں 25فیصد اضافہ کیا جائے بزرگ پنشنرز کی اپیل,0
50,دہشتگردوں کیخلاففوجی کارروائیوں کی حمایت کرتے ہیں توقیر عباس,0
51,شیخ فرحان عزیز مصطفی سٹونٹس موومنٹ کے مرکزی صدر مقرر,0
52,ختم نبوت موومنٹ کے علماء کا الیاس چنیوٹی کی ہمشیرہ کی وفات پر تعزیت,0
53,سیکرٹری جنگلات مدثر وحید ملک نے عہدے کا چارج سنبہال لیا,0
54,ریونیو اصلاحات بارے ترجیحی بنیادوں پر کام کیا جائے گا نبیل جاوید,0
55,وزیر اوقاف کی علامہ اقبال ؒ کے مزار پر حاضری آج بی بی پاکدامن کا دورہ کرینگے,0
56,ضمنی الیکشن شیڈول کے معاملہ پرپی ٹی آئی کاسپریم کورٹ سے رجوع کا فیصلہ,0
57,حملہ آور پولیس وردی میں تہا دہشتگردوں کے نیٹ ور ک کے قریب پہنچ چکے آئی جی خیبر پختونخوا,0
58,زرداری پر سنگین الزامات شیخ رشید کا 2روزہ جسمانی ریمانڈ منظور پولیس کے حوالے,0
59,قومی اسمبلی کی 33نشستوں پر انتخابات کاغذات نامزدگی 6سے 8فروری تک وصول کئے جائیں گے,0
60,عمران خان کا راجن پور کا ضمنی الیکشن نہ لڑنے کا فیصلہ,0
61,عمران کے لئے معاہدے کی پاسداری نہ کریں تو پاکستان ڈیفالٹ کر سکتا ہے مریم نواز,0
62,پاکستان افغان حکومت سے دہشتگردی کیخلاف نیک نیتی پر مبنی تعاون کا خواہاں دفتر خارجہ,0
63,رشوت کاالزام سابق سیکرٹری پنجاب اسمبلی محمد خان بہٹی سمیت 8 افراد کیخلاف مقدمہ,0
64,ٹیکساس میں برفانی طوفان سے تباہی 6افراد ہلاک لاکہوں شہری بجلی سے محروم,0
65,صدر نے بیرسٹر شہزاد عطاء الٰہی کو اٹارنی جنرل تعینات کرنے کی منظوری دیدی,0
66,انسداد ڈالر سمگلنگ بیرون ملک کرنسی لے جانے کیلئے سرکاری موبائل ایپلی کیشن متعارف,0
67,ممنوعہ فنڈنگ کیس الیکشن کمیشن کے فیصلے کیخلاف پی ٹی آئی کی اپیل خارج عمران خان کا تحریک انصاف کے رہنما ؤں کی گرفتاریوں مقدمات کیخلاف صدر مملکت کو خط,0
68,چینی باشندوں کی سکیورٹی کیلئے پرائیویٹ کمپنیوں کی خدمات حاصل کرنے کا فیصلہ,0
69,خیبرپختونخوا پولیس میں بڑے پیمانے پرتقرر و تبادلے,0
70,7فروری کو اے پی سی طلب عمران خان بہی مدعو,0
71,آئی ایم ایف نے سیاستدانوں بیوروکریٹس سرکاری افسران کے اثاثوں کی تفصیلات مانگ لیں,0
72,الیکشن کمیشن کی تاریخ میں پہلا سٹیٹ آف دی آرٹ ریکارڈ روم قائم,0
73,شہباز شریف کا دورہ کراچی شازیہ مری کے گہر آمد بیٹی کی شادی پر مبارکباد دی,0
74,چینی صدر کا دہشتگردی کے خلاف جنگ میں پاکستان کی حمایت جاری رکہنے کا اعلان,0
75,امریکہ کا طالبان پر نئی ویزا پابندیاں عائد کرنے کا اعلان,0
76,وزیر مملکت خارجہ حنا ربانی آج 2 روزہ دورے پر سری لنکا جائیں گی,0
77,صدر مملکت کا متاثرین کو معاوضے کی عدم ادائیگی پر این ایچ اے حکام کیخلاف انکوائری کا حکم,0
78,ایف بی آئی کی امریکی صدر کے گہر کی 4گہنٹے تک تلاشی,0
79,نگران وزیر صحت نے سروسز انسٹیٹیوٹ آف میڈیکل سائنسز کا دورہ کیا,0
80,وزیرپرائمری صحت کے مختلف اضلاع میں ہسپتالوں کے اچانک دورے,0
81,طبی درسگاہوں میں مائیگریشن پالیسی پر 100فیصد عملدرآمد ہو گا احمد جاوید,0
82,منسٹر انکلیو میں فواد چوہدری کی سرکاری رہائشگاہ سیل,0
83,اپریل تک روس سے رعایتی نرخوں پر تیل کی فراہمی شرو ع ہو جائیگی وفاقی وزراء,0
84,قومی اسمبلی کی مزید 31نشستوں پر ضمنی الیکشن 19مارچ کو ہوگا شیڈول جاری,0
85,چیئرمین پی ٹی آئی سے فواد چودہری کی ملاقات,0
86,شیخ رشید کیخلاف کراچی میں بہی مقدمہ درج راشد شفیق کی درخواست پر اٹارنی اور ایڈووکیٹ جنرل کو نوٹس جاری,0
87,تحریک انصاف کے مستعفی ارکان سے پارلیمنٹ لاجز کی رہائش گاہیں خالی کرانے کیلئے کارروائی,0
88,سپریم کورٹ نے اتفاق شوگر ملز کیس سماعت کیلئے مقرر کر دیا دس فروری کو کیس سنا جائیگا,0
89,پشاور پولیس لائنز دہماکے کی تحقیقات میں بڑی پیشرفت خاتون شامل تفتیش,0
90,شمالی وزیر ستان سکیورٹی فورسرز اور دہشتگردوں میں فائرنگ کا تبادلہ 2دہشتگرد ہلاک,0
91,پی ٹی آئی کا اے پی سی میں شرکت سے انکار عمران خان کا ضمنی انتخابات میں حصہ نہ لینے کا فیصلہ,0
92,امریکی رکن کانگریس الہان عمر کو خارجہ امور کمیٹی سے ہٹا دیا گیا,0
93,پاکستان اور افغانستان کے دوہرے ٹیکس سے بچنے کیلئے معاہدے پر دستخط,0
94,پاک فوج نے تاندہ ڈیم میں لاپتہ آخری طالبعلم کی لاش بہی نکال لی,0
95,گورنر کوچہوڑ یں الیکشن کمیشن خود ہی پنجاب میں انتخابات کی تاریخ دیدے جسٹس جواد حسن,0
96,وزیر مملکت خارجہ امور حنا ربانی کہر 2روزہ دورے پر سری لنکا پہنچ گئیں,0
97,الیکشن کمیشن نے پنجاب اور خیبر پختونخوا میں بلدیاتی نمائندے معطل کر دیئے,0
98,حکومتی اتحادی جماعتوں کا ضمنی الیکشن میں تحریک انصاف کے مقابلے میں مشترکہ امید وار لانے پر غور,0
99,”میں انہیں رلاؤں گا“ عمران خان کے جملے پر نواز شریف کا ردعمل,0
100,اپیکس کمیٹی کے بڑے فیصلے نیکٹا سی ٹی ڈی پولیس کو اپ گریڈ کیا جائیگا پشاور میں سی ٹی ڈی ہیڈ کوارٹر ز فرانزک لیب بنائی جائے گی سیف سٹی منصوبہ شروع کیا جائیگا دہشتگردوں کی معاونت کرنیوالے ذرائع ختم کرنے پر اتفاق,0
101,مہنگائی کی شرح میں 2.82 فیصد اضافہ مجموعی شرح34.49فیصد پر پہنچ گئی,0
102,پنجاب حکومت نے 9 اعلیٰ افسران کو صوبے سے ریلیو کر دیا,0
103,پنجاب خیبر پختونخوا میں انتخابات کی تاریخوں پر مشاورت الیکشن کمیشن کا اجلاس 7فروری کو طلب,0
104,مسجد پر حملہ اسلامی اصولوں کے خلاف پاکستان اندرونی سکیورٹی کا ذمہ در خود ہے ترجمان افغان حکومت,0
105,بلاول سے امریکی عہدیدار کی ملاقات پشاور دہماکے کی مذمت ساتہ دینے کا عزم,0
106,چیئرمین پاکستان اسلامک کونسل حافظ مسعود اظہر کی وفد کیساتہ گورنر سے ملاقات,0
107,گلشن راوی انڈر پاس منصوبہ مقررہ مدت میں مکمل کرنے کا فیصلہ,0
108,وفاقی حکومت کا ایچ ای سی کی خود مختار حیثیت ختم کرنے کا فیصلہ,0
109,فواد چوہدری گرفتاری کے وقت نشے کی حالت میں تہے میڈیکل رپورٹ مقدمہ درج,0
110,پنجاب کی نگران حکومت کیخلاف درخواستوں کی سماعت کیلئے پانچ رکنی لارجر بنچ تشکیل,0
111,مریم نواز کی شہباز شریف سے ملاقات پارٹی کے ناراض اراکین کو منانے کا فیصلہ,0
112,حکومت کی آئی ایم ایف کو 300ارب کے نئے تیکس لگانے کی یقین دہانی,0
113,حناربانی کی سری لنکن وزیر خارجہ سے ملاقات باہمی امور پر تبادلہ خیال,0
114,پنجاب کے پی میں انتخابات کی تاریخ سے متعلق کوئی فیصلہ نہیں کیا الیکشن کمیشن,0
115,شائستہ پرویز ملک مسلم لیگ ن کی پالیسی ایڈوائزر برائے خواتین مقرر,0
116,بینظیربہٹو کی شہادت پر بہی الیکشن ملتوی ہوئے تہے گورنر کے پی غلام علی,0
117,نگران وزیر اطلاعات عامر میر نے پریس کلب کا دورہ کیا,0
118,جمہوریہ ترکیہ کے سفیر نے منہا ج یونیورسٹی لاہور کا دورہ کیا,0
119,پی ٹی آئی کی جیل بہر تحریک کی تیاریاں شروع ہر صوبائی حلقے سے 500کارکن گرفتار ی دینگے,0
120,پولیس لائنز دہماکہ خودکش تہا حملہ آور کے بال ڈی این اے سے میچ کرگئے,0
121,ایم کیو ایم پاکستان کا کراچی کی حلقہ بندیوں کیخلاف12 فروری کودہرنا دینے کا اعلان,0
122,آئی ایم ایف کیساتہ شعبہ توانائی میں تکنیکی مذاکرات آج ہونگے,0
123,آرمی چیف جنرل عاصم منیر 5 روزہ دورے پر برطانیہ پہنچ گئے,0
124,حکومت نے جنوری تک بنکوں سے 13کہرب 98ارب روپے قرض لیا رپورٹ,0
125,کوئٹہ پولیس لائن کے قریب دہماکہ 5افراد زخمی ٹی ٹی پی نے حملے کی ذمہ داری قبول کر لی,0
126,ٹی ٹی پی کے خطرے پر قابو پانے کیلئے ایران افغانستان سے مدد لینے کا فیصلہ,0
127,مریم نواز کی ملتان روانگی سے قبل بکرے کا صدقہ دیا گیا,0
128,مسئلہ کشمیر کے منصفانہ حل کیلئے او آئی سی رابطہ گروپ کا اجلاس,0
129,چین کا اپنے ایئر شپ کو گرانے پر امریکہ سے شدید احتجاج,0
130,یو اے ای کے صدر اور شاہ بحرین کابہی پرویز مشرف کے انتقال پر اظہار تعزیت,0
131,خرم گنڈا پور کاسابق آرمی چیف پرویز مشرف کی وفات پر اظہار تعزیت,0
132,محکمہ اوقاف کے زیراہتمام یوم یکجہتی کشمیر پر تقریبات اور ریلیاں,0
133,پرنسپل جنرل ہسپتال کی قیادت میں کشمیر ڈے کے موقع پر واک,0
134,پریس کلب چوہنگ کے زیراہتمام کشمیریوں سے اظہار یکجہتی کیلئے ریلی,0
135,گجرات ڈویژن کے منصوبوں کا جائزہ لینے کیلئے کمیٹی تشکیل 7روز میں رپورٹ طلب,0
136,وزیراعظم کا توانائی کی بجت کیلئے نیکا کواز سر نو بحال کرنے کا حکم,0
137,سیکرٹری پنجاب اسمبلی محمد خان بہٹی سندہ سے گرفتار وزیراعلٰی سندہ نوٹس لیں پرویز الٰہی,0
138,90دن کے بعد الیکشن کیلئے قانون سازی کی ضرورت نہیں اعظم نذیر تارڑ,0
139,وزیراعلٰی محسن نقوی کا ترک سفیر کو ٹیلی فون ریسکیو ٹیم ترکیہ بہجوانے کا اعلان,0
140,پرویز مشرف کا جسد خاکی کراچی پہنچا دیا گیا آج ملیر کینٹ کے فوجی قبرستان میں تدفین ہو گی,0
141,تکنیکی مذاکرات مکمل آئی ایم ایف جی ایس ٹی 18فیصد کرنے پر بضد,0
142,سپریم کورٹ نے اسلامی نظریاتی کونسل کو تحلیل کرنے کی آئینی درخواست مسترد کردی,0
143,ہائیکورٹ نے شیخ رشید کیخلاف مزید کوئی مقدمہ درج کرنے سے روک دیا,0
144,ایک ارب ڈالر کے منصوبوں کیلئے الیکشن کمیشن کی پابندی سے استثنا کی درخواست دائر,0
145,امریکہ پاکستانی حکومت سے تعلقات بہتر بنائے سینیٹر کوری بوکر,0
146,گورنر خیبر پختونخوا کی بلیغ الرحمن سے ملاقات صوبوں کے درمیان رابطے بڑہانے پر اتفاق,0
147,سینیٹ پرویز مشرف کیلئے فاتحہ خوانی پر تنازع سینیٹر مشتاق کا دعا کرانے سے انکار,0
148,قومی اسمبلی کے ضمنی پنجاب خیبرپختونخوا اسمبلیوں کے عام انتخابات سے متعلق الیکشن کمیشن کا اجلاس آج ہوگا,0
149,دوا ساز کمپنیوں کا ایک ہفتے بعد ادویات کی پیداوار بند کرنے کا اعلان,0
150,مسلم لیگ ن لاہور کے صدر سیف الملوک کہوکہر کی وزیر اعظم سے ملاقات,0
151,وفاقی حکومت کا صحت سہولت کارڈ محدود کرنے کا فیصلہ,0
152,سیکرٹری جنرل اقوام متحدہ کا پرویز مشرف کے انتقال پر اظہار تعزیت,0
153,بجلی بلوں میں فیول ایڈ جسٹمنٹ چارجز غیر قانونی قرار لاہورہائیکورٹ کے گہریلو صارفین کو 500یونٹس تک سبسڈی دینے کی ہدایت,0
154,اے پی سی کی تاریخ مقام تبدیل 9جنوری کو پارلیمنٹ ہاؤس میں ہو گی تحریک انصاف کو دعوت نامہ نہیں ملا فواد خٹک اور اسد قیصر کو دعوت دی ایاز صادق,0
155,حکومت کا بین الاقوامی پروازوں میں بزنس کلاس ٹکٹس پرایکسائز ڈیوٹی لگانے پرغور,0
156,توشہ خانہ کیس عمران خان نے ضمانتی مچلکے جمع کروادئیے سماعت آج ہوگی,0
157,کریم مہران بلاک سوشل ویلفیئر ایسوسی ایشن کی جنرل کونسل کا اجلاس طلب,0
158,پاکستان راہ حق پارٹی کا یوم کشمیر کے حوالے سے سیمینار,0
159,وزیر اوقاف کے سٹوروں کے دورے آٹے کی دستیابی کا جائزہ لیا,0
160,میرے قتل کیلئے جنوبی وزیرستان کے دوافراد کو رقم دی گئی تمام ثبوت موجود عمران خان,0
161,اتحادی حکومت کا الیکشن میں تاخیر کیلئے عدالتوں سے رجوع کا فیصلہ,0
162,آصف زرداری پر قتل کی سازش کا الزام شیخ رشید کی درخواست ضمانت بعد از گرفتاری مسترد,0
163,سہیل ظفر چٹہہ کی ڈی جی اینٹی کرپشن پنجاب تعیناتی کافیصلہ,0
164,پی ٹی آئی کا قومی اسمبلی کی خصوصی نشستوں پر بہی امیدوار نہ بدلنے کا فیصلہ,0
165,پیپلز پارٹی پنجاب کی ایگریکٹو جنرل کونسل کا اجلاس ٹکٹوں کے حوالے سے گلے شکوے,0
166,پشاور دہماکا تحقیقاتی ٹیم دہشتگرد تنظیم اور سہولت کاروں تک پہنچ گئی,0
167,پاکستان اور آئی ایم ایف کے درمیان پالیسی مذاکرات میں مشکل ترین فیصلوں کا امکان,0
168,لکی مروت پولیس سکیورٹی فورسز کا آپریشن12دہشت گرد ہلاک اسلحہ برآمد,0
169,صدر مملکت روڈسیفٹی بین الاقوامی کانفرنس کا آج افتتاح کرینگے,0
170,توشہ خانہ کیس عمران خان پر فرد جر م عائد نہ ہو سکی نا اہلی کیس کی سماعت کیلئے اسلام آباد ہائیکورٹ کا لارجر بنچ تشکیل,0
171,اقوام متحدہ کی جنرل اسمبلی میں زلزلہ زدگان کیلئے ایک منٹ تک خاموشی اختیار کی گئی,0
172,نیب ترامیم کیس سے نیب قانون پر سرخ لکیر مقرر کی جائیگی چیف جسٹس,0
173,اہلکاروں کی کمی کا سامنا الیکشن میں دہشتگردوں کی کارروائی کو رد نہیں کیا جا سکتا آئی جی کے پی,0
174,سابق صدر جنر ل ر پرویزمشرف مکمل فوجی اعزاز کیساتہ کراچی میں سپرد خاک,0
175,پنجاب میں مزید تبادلے دو صوبائی سیکرٹریز ایک ڈائریکٹر جنرل سمیت 66افسر تبدیل,0
176,پنجاب میں زیر تعلیم کشمیری طلبہ کی ٹیوشن فیس ختم لیپ ٹاپ دینے کا اعلان,0
177,چوہدری نثار کا انتخابات میں حصہ لینے کا فیصلہ,0
178,15اعلی پولیس افسر تبدیل شہزادہ سلطان ایڈیشنل آئی جی آپریشنز تعینات,0
179,آل پارٹیز کانفرنس پہر مؤخر اتحادی جماعتوں کی مشاورت سے نئی تاریخ دی جائیگی مریم اورنگزیب,0
180,اسحق ڈارسے چیف اکانومسٹ ایشین انویسٹمنٹ بینک کورین سفیر کی ملاقاتیں,0
181,چودہری پرویز الٰہی کا نگران حکومت کے اقدامات کیخلاف عدالت سے رجوع کا فیصلہ,0
182,وزیر اعظم شہباز شریف نے ترکیہ کا دورہ ملتوی کردیا,0
183,اے پی سی میں کسی جماعت کے شامل نہ ہونے سے معاملہ رک نہیں سکتا وزیر داخلہ,0
184,زلزلہ متاثرین کیلئے فنڈز کہاں خرچ ہوئے؟ سپریم کورٹ نے تفصیلات مانگ لیں,0
185,تحریک انصاف کے 43ارکان قومی اسمبلی کے استعفے منظور کرنیکا حکم معطل,0
186,عدالت نے شیخ رشید کو ایک روزہ راہداری ریمانڈ پر مری پولیس کے حوالے کردیا,0
187,سپیکر قومی اسمبلی میں اپوزیشن لیڈر فوری تبدیل کریں تحریک انصاف کا مطالبہ,0
188,مریم نواز دو روزہ دورے پرآج ایبٹ آباد جائیں گی,0
189,پی ٹی آئی لانگ مارچ توڑ پہوڑ سے متعلق کیس میں مقدمہ چالان جمع,0
190,موجودہ سابقہ دور میں نیب ترامیم سے مستفید ہونیوالوں کے نام سپریم کورٹ میں پیش,0
191,وفاقی حکومت کا سابقہ فاٹا کو 10 سالوں میں دئے فنڈزکی تحقیقات کا فیصلہ,0
192,ملتان ن لیگ پی ٹی آئی کارکنوں میں تصادم مقدمہ درج عامر ڈوگر سمیت متعدد گرفتار,0
193,پنجاب کی نگران حکومت کے اختیارات سے متعلق درخواستوں پر نیا لارجز بنچ تشکیل,0
194,پنجاب میں انتخابات الیکشن کمیشن گورنر سے آج جواب,0
195,پی ٹی آئی کا پارٹی ٹکٹ والے امیدواروں کی گرفتاریاں نہ دینے کا فیصلہ,0
196,الیکشن کمیشن قومی مفاد میں انتخابات کیلئے اضافی گرانٹ کا مطالبہ موخرکرے وزارت خزانہ,0
197,پنجاب میں عام انتخابات لاہور ہائیکورٹ کی عدالتی افسران دینے سے معذرت,0
198,پنجاب اور خیبر پختونخوا میں الیکشن کی تاریخ کا فوری اعلان کی جا ئے صدر مملکت کا الیکشن کمیشن کو خط,0
199,شاندانہ گلزار خان کیخلاف بغاوت کا مقدمہ اخراجِ کی درخواست پر فریقین کو نوٹسز جاری,0
200,روزویلٹ ہوٹل کی عمارت کی کمرشل استعمال کیلئے تعمیر نو کی منظوری,0
201,ممنوعہ فنڈنگ کیس عمران خان نے بینکنگ کورٹ کا حکم چیلنج کردیا,0
202,پولیس آپریشن میں مصروف چار پانچ ماہ تک الیکشن کرانا مشکل ہو گیا,0
203,ویلج ڈیفنس گارڈز کو تربیت اور ہتہیار دینے کا بہارتی حکومت کا اعترا ف,0
204,شیخ رشید کی درخواست ضمانت ایڈیشنل سیشن جج کو ارسال سماعت آج ہوگی,0
205,اصلاحات پر اتفاق آج آئی ایم ایف سے معاہدے کا امکان,0
206,وزیراعظم شہبا ز شریف کا سپیشل ٹیکنالوجی زونز اتہارٹی کی کارکردگی پر برہمی کا اظہار,0
207,پارلیمنٹ کا مشترکہ اجلاس کشمیریوں سے اظہار یکجہتی کی قرار داد منظور,0
208,سابق وزیر اعلیٰ پرویز الٰہی کے مشیر عامر سعید راں گہر پہنچ گئے,0
209,عمران خان آن لائن گرفتاری کا آپشن تلاش کر رہے ہیں‘ خواجہ آصف,0
210,وزیراعظم کے مزید 7معاونین خصوصی مقرر بڑی کابینہ کا نیا ریکارڈ تعداد 85ہوگئی,0
211,پاکستان آئی ایم ایف مذاکرات مکمل ایکشنز اور پیشگی اقدامات پر اتفاق وفد نے ایم ای ایف پی کی دستاویز دیدی معاہدہ واشنگٹن سے منظور ی کے بعد ہوگا وزارت خزانہ,0
212,خیبر پختونخوا میں 16قومی نشستوں پر ضمنی انتخابات 19مارچ کو ہونگے,0
213,90روز میں الیکشن آئینی ذمہ داری آئین سے بڑی کوئی چیز نہیں ہم نے وہ حکم نہیں دینا جس پر عملدرآمد نہ ہو سکے لاہور ہائیکورٹ,0
214,آصف زرداری پرالزامات شیخ رشید کی ضمانت بعد از گرفتاری کی درخواست مسترد,0
215,پولیس شہداء کے ورثاء کیلئے ایک ارب کی گرانٹ منظور,0
216,تحریک انصاف کا پیر کو پارلیمنٹ کے مشترکہ اجلاس میں شرکت کرنیکافیصلہ,0
217,پنجاب حکومت نے 163 اسسٹنٹ کمشنرز تبدیل کر دیئے نوٹیفکیشن جاری,0
218,رواں مالی سال پہلی ششماہی میں ٹیکس ٹو جی ڈی پی تناسب کم ہو کر 4.4 فیصد ریکارڈ,0
219,ضمنی الیکشن پیپلز پارٹی پنجاب کے صدر کی ٹکٹوں کیلئے سفارشات تیار,0
220,صدربین الاقوامی پارلیمانی یونین دورتے پچکو کا دورہ پاکستان پولیس لائنزپشاوربہی گئے,0
221,پاکستان کا ماسکو میں افغانستان پر ہونیوالی کانفرنس میں شرکت نہ کرنے کا فیصلہ,0
222,انتخابات کیلئے سکیورٹی اہلکاروں کی تعیناتی ممکن نہیں وزارت داخلہ کا الیکشن کمیشن کو خط,0
223,پرویز خٹک آئندہ الیکشن کسی اور پارٹی سے لڑینگے گورنر کے پی کا دعویٰ,0
224,آل پاکستان ورکرز فیڈریشن کا مہنگائی نجکاری کیخلافاحتجاج,0
225,پیپلز پارٹی خواتین انتخابی مہم بہرپور طریقہ سے چلائیں گی ثمینہ گہرکی,0
226,قانون کے طالب علم عثمان کہٹانہ ناظم اسلامی جمعیت طلبہ جامعہ پنجاب منتخب,0
227,یونیورسٹی آف ایجوکیشن میں ٹریفک پولیس کی جانب سے خصوصی کیمپ,0
228,جماعت اسلامی آج تین روزہ مہنگائی مارچ کا آغاز کر ے گی,0
229,وزیر اعلیٰ کی ہدایت پر طبی نظام کی بہتری کیلئے کوشاں ہیں جاوید اکرم,0
230,مسلم لیگ ن کے ٹکٹ پر الیکشن میں حصہ لینگے چودہری سمیع اللہ بوکا,0
231,نیشنل سٹوڈنٹس فیڈریشن کا احتجاجی مارچ طلبہ یونینز کی بحالی کا مطالبہ,0
232,اعظم کلاتہ مارکیٹ میں زلزلہ متاثرین کے لئے تعزیتی اجلاس,0
233,وزیراعظم کی کفایت شعاری کمیٹی کی بیرون ملک سفارتخانے کم کرنیکی سفارش,0
234,صوبوں میں کاؤنٹر ٹیررازم ڈیپارٹمنٹس کی استعداد کا ر بہتر بنانے کیلئے اقدامات کیے جائیں شہباز شریف,0
235,پنجا ب 90روز میں انتخابات الیکشن کمیشن تاریخ دے لاہور ہائیکورٹ,0
236,چیف جسٹس کے پارلیمنٹ سے متعلق ریمارکس مسلم لیگ ن نے معاملہ سینیٹ میں اٹہا دیا,0
