text,llm,Label
عدالت نے کہا کہ سپریم کورٹ نے فیصلہ دیا ہے کہ اگر ملزم عدالت میں پیش نہیں ہوگا تو حفاظتی ضمانت اور ضمانت گرانٹ نہیں کی جائے گی وکیل نے مختلف کیسوں کا حوالہ دیتے ہوئے کہا کہ ضمانت ملنا بنیادی حق ہے حمزہ شہباز کو بہی پیش ہوئے بغیر حفاظتی ضمانت دی گئی تہی سلیمان شہباز کو بہی ایسے ہی ضمانت ملی تہی وہ باہر بیٹہے تہے,,Biased
وکیل نے کہا کہ ویڈیو لنک کے ذریعے عمران خان کا بیان ریکارڈ کرلیا جائے جسٹس علی باقر نجفی نے کہا کہ کیا کہا آپ نے؟,,Biased
عدالت نے کہا کہ عمران خان عدالت کے باہر آسکتے ہیں تو اندر کیوں نہیں؟ وکیل درخواست گزار نے کہا کہ میرا عدالت سے استدعا کہ پارٹی لیڈر شپ عمران خان کو پیش کرنے پر رضامند نہیں میں عمران خان کو لے آتا ہوں مگر پارٹی لیڈرشپ نہیں مانتی,,Biased
وکیل عمران خان نے کہا کہ اگر میں اپنی ذمہ داری پر بلاتا ہوں اور کچہ ہوجاتا ہے تو لوگ مجہے جینے نہیں دیں گے جس پر عدالت نے کہا کہ ہمارے پاس دو آپشن ہیں یا تو ہم اس درخواست کو خارج کردیں یا آپ واپس لے لیں,,Biased
عدالت نے سماعت ساڑہے 6بجے تک ملتوی کرتے ہوئے عمران خان کو حاضر ہونے کا حکم دیتے ہوئے واضح کیا کہ اگر حاضر نہ ہوئے تو درخواست جارج کردی جائے گی عمران خان کے بہانجے حسان نیازی نے عمران خان کے عدالت پیش ہونے کی یقین دہانی کرواتے ہوئے کہا کہ عمران خان ساڑہے چہ بجے تک پیش ہوجائیں گے,,Biased
عدالت نے کہا کہ ہم نے ساڑہے 6کا وقت دیا تہا دو رکنی بینچ کے فیصلہ لکہوانے کے دوران وکلا نے عدالت سے دوبارہ کچہ دیر انتظار کی استدعا کی جسٹس علی باقر وکلاء کے بولنے کی وجہ سے کچہ دیر کیلئے رک گئے وکلا کے خاموش ہوتے ہی بینچ نے عدم پیشی پر عمران خان کی درخواست خارج کرنے کا فیصلہ سنا دیا,,Biased
2بجے سماعت کا دوبارہ آغاز ہوا تو عمران خان عدالت میں پیش نہیں ہوئے تاہم ان کے معالج ڈاکٹر فیصل سلطان کمرہ عدالت میں پہنچ گئے وکیل نے کہا کہ عدالتی حکم پر من و عن عمل ہوگا ڈاکٹر فیصل عدالت میں موجود ہیں وہ عدالت کو بریف کرینگے,,Biased
عمران خان کے وکیل اظہر صدیق نے دلائل دیتے ہوئے کہا کہ اس کیس میں ہمیں اسلام آباد ہائی کورٹ سے ریلیف ریلیف مل چکا ہے عمران خان کی حفاظتی ضمانت کی درخواست واپس لینا چاہتا ہوں جسٹس طارق سلیم شیخ نے استفسار کیا کہ عمران خان کے وکالت نامے اور حلف نامے پر دستخط میں فرق کیوں ہے یہ بہت اہم معاملہ ہے میں آپ کو یا آپ کے موکل کو توہین عدالت کا نوٹس جاری کروں گا,,Biased
وکیل نے کہا کہ اگر عدالت مناسب سمجہے تو دستخط کے بارے میں ویڈیو لنک پر پوچہا جا سکتا ہے عمران خان کو ڈاکٹروں نے چلنے سے منع کیا انہوں نے عدالت سے کہا کہ عدالت بیلف مقرر کرے تاکہ دستخط کی حد تک بات واضح ہو جائے جس پر جسٹس طارق سلیم شیخ کا کہنا تہا کہ ہم نے قانون کے مطابق چلنا ہے حلف کے بعد دستخط سے متعلق بیان عمران خان دیں گے,,Biased
سماعت کے دوران لاہور ہائی کورٹ نے عمران خان کے وکیل اظہر صدیق کی وضاحت مسترد کر دی جس پر انہوں نے عدالت سے کہا کہ عمران خان عدالت کے حکم ہر عمل درآمد کریں گے مشاورت کے لیے مزید وقت دیں جسٹس طارق سلیم شیخ نے عمران خان کے وکیل اظہر صدیق کی استدعا پر سماعت ساڑہے 6بجے تک ملتوی کردی اور کہا کہ ساڑہے 6بجے دوبارہ سماعت کریں گے,,Biased
وکیل نے کہا کہ عمران خان کے دستخط کے معاملے پر جو قصوروار ہوا عدالت اس وکیل کو سزا دے سکتی ہے سکیورٹی کے حالات دیکہ کے فیصلہ کرنا ہے ہم ہائیکورٹ کی سکیورٹی کے ساتہ بیٹہ کے فائنل کر لیتے ہیں,,Biased
اسلام آباد آن لائن وزیراعظم آفس نے اخراجات کیلئے اضافی فنڈز مانگ لیے میڈیا رپورٹ کے مطابق وزیراعظم شہباز شریف کی سرکاری مصروفیات پر اخراجات کی مد میں فنڈز مانگے گئے ہیں,,Biased
اس سے قبل سینیٹ کی قائمہ کمیٹی برائے خزانہ میں عائشہ غوث پاشا کا کہنا تہا کہ پاکستان میں سبسڈی دینے کا کلچر بہت پرانا چلا آرہا ہے اس کلچر کو ختم کرنیکی ضرورت ہے یہاں بجلی اور گیس مہنگی پیدا کرکے سستی بیچنے کا کلچر ہے آئی ایم ایف نے کہا کہ پاور سیکٹر چلالیں یا پہر ملک چلالیں,,Biased
وفاقی حکومت کے وکیل مخدوم علی خان نے کہا کہ برطانیہ میں کہا جاتا ہے کہ اگر کسی معاملے کا فیصلہ نا کرنا ہو تو اس کو کمیٹی میں بہجوا دیں نیب آرڈیننس 2019 کے تحت 41 افراد بری ہوئے تہے چیف جسٹس نے ریمارکس دئیے کہ اس کیس میں عدالت خود کو 2022 کی نیب ترامیم تک ہی محدود رکہے گی,,Biased
وکیل مخدوم علی خان نے دلائل دیے کہ عمران خان کی درخواست میں ٹوٹل 47 قانونی سوالات ہیں ان 47 قانونی سوالات میں صرف 4 میں نیب ترامیم کے ساتہ آئینی شقوں کا حوالہ دیا گیا ہے مخدوم علی خان نے کہا کہ نیب ترامیم کے خلاف درخواست میں پہلے دو سوالات ضیا اور مشرف دور کے ریفرنڈم والے ہیں ترامیم کی درخواست میں 21 قانونی سوالات دراصل سوالات ہی نہیں ہیں,,Biased
وفاقی حکومت کے وکیل مخدوم علی خان نے کہا کہ درخواست میں 6 سوالات میں بنیادی حقوق بتائے گئے مگر نیب ترامیم درج نہیں کی گئیں عمران خان نے درخواست میں بیرونی سازش کا ذکر بہی کیا ہے وکیل نے دلائل دیے کہ پچہلے کچہ دنوں کے اخبارات کے مطابق اب یہ امپورٹڈ سازش بہی ایکسپورٹڈ سازش بن چکی اس پر چیف جسٹس نے ریمارکس دیے کہ آپ نے تو عمران خان کی درخواست کا فارنزک آڈٹ کر دیا ہے,,Biased
لاہور جنرل رپورٹر مانیٹرنگ ڈیسک نیوز ایجنسیاں پاکستان مسلم لیگ ن کی سینئر نائب صدر اور چیف آرگنائزر مریم نواز نے کہا ہے کہ مہنگائی سے غریب آدمی متاثر ہوتا ہے لیکن یہ میری حکومت نہیں ہے چیف آرگنائزر مسلم لیگ ن مریم نواز نے لاہور میں نوجوانوں کے وفد سے ملاقات کی حکومتی ناقص کارکردگی کے حوالے سے نوجوانوں کے سوال پر مریم نواز نے کہا کہ میں حکومت کا حصہ نہیں ہوں,,Biased
مریم نواز نے گفتگو کرتے ہوئے کہا کہ میرا آپ کے ساتہ احترام کا مضبوط رشتہ ہے بے پرکی پہیلانے والے ناکام ہوں گے,,Biased
شاہد خاقان عباسی نے کہا کہ میں نواز شریف کا سپاہی تہا ہوں اور ہمیشہ رہوں گا میرا موقف ہے کہ پارٹی میں ہر معاملے پر مشاورت کو ترجیح دی جانی چاہیے,,Biased
انہوں نے سماجی رابطے کی ویب سائٹ ٹوئٹر پر جاری کیے گئے بیان میں کہا کہ ”طاقتور کو قانون کے نیچے لاؤں گا“کی بڑہکیں لگانے والا اس ملک کی عدلیہ کا منہ چڑا رہا ہے اور سب خاموش تماشائی بنے ہوئے ہیں مریم نواز نے کہا کہ جنگل میں بہی کوئی قانون ہوتا ہے,,Biased
نگران وزیراعلیٰ محسن نقوی نے کہا کہ پنجاب بہر میں موسم بہار کی شجر کاری مہم کے دوران 3 کروڑ پودے لگائے جائیں گے درخت لگانا قومی فریضہ اور سماجی ذمہ داری بہی ہے,,Biased
اسلام آباد مانیٹرنگ ڈیسک وفاقی تحقیقاتی ایجنسی ایف آئی اے نے مبینہ منی لانڈرنگ کے الزام میں احسن جمیل گجر اور ان کی اہلیہ فرح گوگی کو طلبی کے نوٹس جاری کردئیے ایف آئی اے نوٹس کے مطابق دونوں کو 17 فروری کو طلب کیا گیا ہے,,Biased
واشنگٹن مانیٹرنگ ڈیسک امریکی تہنک ٹینک نے دعویٰ کیا ہے کہ خراب معاشی صورتحال نے کالعدم تحریک طالبان پاکستان ٹی ٹی پی کیخلاف پاکستان کے ملٹری آپشن کو محدود کردیا ہے امریکی تہنک ٹینک انسٹی ٹیوٹ آف پیس کی رپورٹ میں کہا گیا ہے کہ سیاسی گروہوں کے دباؤ کی وجہ سے بہی پاکستان افغان سرحد کے پار فضائی حملے کرنے میں ہچکچاہٹ کا شکار ہے,,Biased
پروفیسر ڈاکٹر نعمان خالد نے کہا کہ موجودہ حالات میں ہمیں آرگینک فوڈ سے متعلق درکار چیلنجز کا حل نکالنا ہوگا صدر لاہور چیمبر کاشف انور نے کہا کہ ہمیں فنکشنل فوڈ کے ذریعے لوگوں میں بیماریوں کی شرح کو کم کرنا ہوگا,,Biased
الخدمت ترکیہ اور شام کے متاثرہ علاقوں میں پکے پکائے کہانیکی تقسیم خیموں کمبلوں اور بستروں پر مشتمل سامان پہنچانے کے ساتہ ساتہ میڈیکل ریلیف کا کام بہی کر رہی ہے ترکیہ کے قونصل جنرل امیر اوزبے نے اس موقع پر کہا کہ الخدمت فاؤنڈیشن کی ترکیہ میں امدادی سرگرمیوں پر شکر گزار ہیں,,Biased
لاہور سٹی رپورٹر قومی تاجر اتحاد لاہور کے جنرل سیکرٹری حافظ عابد علی نے کہا ہے کہ مہنگائی کے بڑہتے ہوئے طوفان سے حالات خوفناک بحران کی طرف جارہے ہیں عوام مہنگائی کے ہاتہوں شدید پریشان اور مشکلات سے دوچار ہیں,,Biased
سنٹرل پنجاب کے صدر میاں ریحان مقبول نے کہا ہے کہ تمام تجربہ کار سیاست دان فیل ہوگئے اور ثابت ہو گیا ان کا تجربہ صرف ملک لوٹنے کا ہے سپریم کورٹ آف پاکستان سے اپیل ہے کہ وہ پیٹرولیم مصنوعات کی قیمتوں میں ظالمانہ اضافہ کے خلاف ازخود نوٹس لیں اور قوم کو ریلیف دلوائیں,,Biased
انہوں نے کہا کہ سنٹرلائزڈ سٹم کے سی سی ٹی وی کیمروں مدد سے معمول کے وزٹس اور فراہم کردہ سہولیات کی نگرانی ہوگی ڈی سی لاہور نے وویمن کرائسس سنٹر کی ورکنگ کو بہتر بنانے کے لیے کمیٹی کو فعال کرنے اور پولیس کو بہی اس کا حصہ بنانے کی ہدایت کی,,Biased
ڈی سی لاہور رافعہ حیدر نے کہا کہ یتیم خانہ میں موجود بچوں کو بہترین کپڑے کتابیں علاج معالجہ اور روزانہ جیب خرچ کی فراہمی کو یقینی بنایا جائے اور شہید بے نظیر ہیومن رائٹس کراسس سیل میں موجود خواتین کی سماجی کونسلنگ کی جائے ڈی سی لاہور نے کہا کہ ان کو قانونی مدد عارضی پناہ اور فری میڈیکل کی سہولیات دی جائیں اور سوشل ویلفیئر کے تمام اداروں کی مانیٹرنگ کو یقینی بنایا جائے,,Biased
لاہور سٹی رپورٹر ایڈیشنل ڈائریکٹر جنرل پی ایچ اے محمد فاروق اکمل نے چائنہ چوک کا وزٹ کیا مالیوں کے کام سے خوش ہو کر ان کی محنت کو سراہا اور اپنے آفس میں ان کے اعزاز میں ٹی پارٹی کا اہتمام کیا انہوں نے کہا کہ محنت اور دل کے ساتہ کام کرنے والے ملازمین پی ایچ اے کا اثاثہ ہیں اور محکمہ بہی ان کا پورا خیال رکہے گا,,Biased
لاہور سٹی رپورٹر آل پاکستان انجمن تاجران نعیم میر گروپ کے سینئر وائس چیئرمین ملک محمد نعیم تاجر رہنما گل محمد مرزا خدمت گروپ کے صدر بابر محمودنے کہا ہے کہ منی بجٹ میں مہنگائی کا نیا پلندہ عوام کا بدترین معاشی استحصال ہے مہنگائی سے عوام کی زندگیاں شدید اجیرن ہوچکی ہیں,,Biased
بازاروں مارکیٹوں میں تاجر بہاری سرمایہ کاری کے بعد کاروبار کی بدترین صورتحال سے پریشان ہیں حکومت تجارتی اور کاروباری حلقوں کے مسائل حل کرنے کے حوالے سے جامع اور مضبوط حکمت عملی لے کر آئے پٹرولیم مصنوعات کی قیمتوں میں اضافہ فی الفور واپس لیا جائے,,Biased
اسلام آباد آن لائن امریکہ نے کہا ہے کہ ہم پاکستان کے لیے جو کچہ کرسکتے ہیں وہ کررہے ہیں تا ہم دونوں ممالک کے در میان تعلقات کا مرکز عوام ہیں نجی یونیورسٹی میں طالب علموں سے خطاب میں امریکی سفیر ڈونلڈ بلوم نے کہا کہ منگلا ڈیم پر نصب ٹربائنز 60 کی دہائی میں نصب کی گئی تہیں ہم منگلا ڈیم میں نصب تمام ٹربائنز جدید ٹربائنز سے بدل رہے ہیں,,Biased
دوسری جانب امریکی محکمہ خارجہ کے ڈپٹی اسسٹنٹ سیکرٹری برائے پاکستان وجنوبی ایشیا الزبتہ ہورسٹ نے کہا کہ پاکستان اور امریکا کے درمیان تعلقات کا مرکز عوام ہیں امریکا پاکستان کی سب سے بڑی ایکسپورٹ مارکیٹ ہے انہوں نے کہا اس وقت دنیا بہر میں ایک معاشی مسئلہ چل رہا ہے اور معاشی مسئلہ کوئی ایک ملک تنہا حل نہیں کرسکتا,,Biased
وزیر خارجہ بلاول بہٹو زرداری نے کے پی او پر حملے کی مذمت کی ہے بلاول نے اپنے بیان میں کہا کہ سندہ پولیس پہلے بہی دہشتگردی کو کچل چکی ہے پورا یقین ہےکہ دوبارہ دہشتگردی کا خاتمہ کریں گے ایسے بزدلانہ حملے ہمارے حوصلے پست نہیں کرسکتے,,Biased
انہوں نے ہدایت کی کہ فوری طور پر ایڈیشنل آئی جی کے دفتر پر حملے کے ملزمان کو گرفتار کیا جائے اور مجہے متعلقہ افسر واقعے کی رپورٹ دے مراد علی شاہ نے کہا کہ کراچی پولیس چیف کے دفتر پر حملہ کسی صورت قابل قبول نہیں,,Biased
انتخابی فہرستوں کو نئے سرے سے مرتب کرنا بہت بڑا کام تہا کمیشن نے انتخابی فہرستوں پر ملک بہر میں نظر ثانی کروائی جوکہ 7اکتوبر 2022 کو شائع کر دی گئیں انتخابی فہرستیں آئندہ عام انتخابات کے لئے اپ ڈیٹ کر دی گئی ہیں جس میں اب تک کے تمام اہل ووٹران کے نام کے اندارج کو یقینی بنایا گیا ہے,,Biased
عارف علوی نے کہا کہ اہم معاملے پر الیکشن کمیشن کے افسوسناک رویے سے انتہائی مایوسی ہوئی آئین کے تحفظ اور دفاع کی اپنی آئینی ذمہ داری کا احساس کرتے ہوئے چیف الیکشن کمشنر کو اپنے دفتر میں الیکشن پر مشاورت کیلئے ہنگامی ملاقات کیلئے مدعو کرتا ہوں,,Biased
وزیراعظم شہباز شریف نے ریٹائرڈ جسٹس ملک محمد قیوم کی وفات پر دکہ اور اہلخانہ سے تعزیت کا اظہار کیا ہے وزیراعظم نے کہا کہ جسٹس ر ملک قیوم قانون کے شعبے میں ممتاز مقام رکہتے تہے,,Biased
ہمارے دور میں اس ملک میں ایکسپورٹ زرمبادلہ آرہا تہا انہوں نے معیشت کو پٹڑی سے اتارا اور پٹڑی بہی اکہاڑ کر لے گئے ہمارے دور میں احساس پروگرام صحت کارڈ اور ریلیف دیا جاتا ہے حکومت جعلسازی سے آئی ملکی زرمبادلہ کم ترین سطح پر ہے اور مہنگائی بلند ترین سطح پر ہے,,Biased
چوہدری پرویز الٰہی کی آڈیو لوگوں کی توجہ ہٹانے کےلئے چلائی ہے آڈیو میں ہے ہی کچہ نہیں اپنے مجرمانہ فعل خود قبول کر لیں عمران خان کو گرفتار ی پر مجہے لاہور میں ایک اور سانحہ ماڈل ٹاون نظر آ رہا ہے حکومتی اتحادی جماعت اے این پی کے سینیٹر حاجی ہدایت اللہ نے کہا حکومت کے منی بجٹ کی حمایت نہیں کرتے غلط پالیسیوں اور کرپشن کی وجہ سے ان مسائل کا سامنا کر رہے ہیں,,Biased
وزیراعظم نے کہا کہ پاکستان اس وقت تک 500 ٹن امدادی سامان ترکیہ بہیج چکا ہے,,Biased
نگران وزیراعلیٰ محسن نقوی نے اجلاس کے دوران کہا کہ اپنا گہر ہر انسان کا بنیادی حق ہے اخوت کے اشتراک سے5 مرلے سے کم اراضی پر گہر بنانے کیلئے بلاسود قرضے دیئے جائیں گے,,Biased
درخواست میں مزید کہا گیا دہشتگردی کے قا نون کا استعمال سیاسی مخالفین کو دبانے اور سیاسی مفادات کیلئے ہو رہا ہے جو تباہ کن ہے ان حربوں سے حکومت کی دہشتگردی معاملے میں غیر سنجیدگی کا اظہار بہی ہوتا ہے اسلئے مقد مے سے دہشتگردی کی دفعات حذف کی جائیں,,Biased
اسلام آباد مانیٹرنگ ڈیسک نیوز ایجنسیاں سابق وزیر اعلیٰ پنجاب پرویز الٰہی کی آڈیو لیک کے معاملے میں وزیر داخلہ رانا ثنا اللہ نے ایف آئی اے کو تحقیقات کی باقاعدہ اجازت دے دی ذرائع کے مطابق ایف آئی اے میں پرویز الہیٰ کی لیک آڈیوز کی تحقیقات کا آغاز ہو گیا ایف آئی اے نے پہلے مرحلے میں آڈیوز کی فرانزک کرانے کا فیصلہ کیا ہے,,Biased
ذرائع کے مطابق وزیر داخلہ رانا ثنا اللہ نے گزشتہ روز پریس کانفرنس میں بہی آڈیو کی تحقیقات کا اعلان کیا تہا قومی احتساب بیورو نیب نے سابق وزیراعلیٰ پنجاب چودہری پرویز الٰہی کے خلاف مبینہ کرپشن اور کِک بیکس کی باقاعدہ انکوائری کا آغاز کردیاجبکہ انہیں نیب کی جانب سے طلب کیے جانے کا بہی امکان ہے,,Biased
ڈی جی نیب لاہور علی سرفراز کی سفارش پر چیئرمین نیب نے پرویز الٰہی پر کرپشن الزامات سمیت اہم انکوائریوں کی منظوری دے دی ذرائع کے مطابق نیب نے سابق وزیراعلی پرویز الٰہی کے خلاف باقاعدہ انکوائری شروع کر دی گئی,,Biased
ذرائع کے مطابق چوہدری پرویز الٰہی کو نیب کی جانب سے طلب کئے جانے کا امکان ہے دوسری طرف وفاقی وزرا نے پرویز الٰہی کی مبینہ آڈیو پر چیف جسٹس پاکستان سے تحقیقات کا مطالبہ کردیا,,Biased
انہوں نے کہا کہ اس آڈیو کے معاملے پرچیف جسٹس سے بہی بات ہونی چاہیے دوسری جانب سپریم کورٹ کے باہر میڈیا سے گفتگو میں وفاقی وزیر احسن اقبال نے بہی پرویز الٰہی کی آڈیولیکس کی مکمل تحقیقات کا مطالبہ کرتے ہوئے کہا کہ ا,,Biased
انہوں نے کہا کہ اگرجہوٹی ٹیپ ہے توعدلیہ کو نقصان پہنچانے والوں کو سزا ملنی چاہیے اور اگرٹیپ سچی ہے تو یہ عدالت عالیہ کے اوپر ایک بڑا دہبہ ہوگی اس سے قبل وفاقی وزیر داخلہ بہی چیف جسٹس سے اس معاملے کا سوموٹو اور ا,,Biased
لاہور جنرل رپورٹر مانیٹرنگ ڈیسک نیوز ایجنسیاں پاکستان تحریک انصاف کے چیئرمین عمران خان نے بدہ 22فروری سے جیل بہرو تحریک کا اعلان کر دیا کارکنوں سے ویڈیو لنک سے خطاب کرتے ہوئے انہوں نے کہا کہ پہلے لاہور پہر دوسرے بڑے شہروں میں جیل بہریں گے قوم خوف کے ب±ت کو توڑ دے یہ فرعون کی طرح ڈراتے ہیں,,Biased
امپورٹڈ حکومت نے ملک کو تباہ کر دیا,,Biased
اسلام آ باد مانیٹر نگ ڈیسک وفاقی تحقیقاتی ایجنسی ایف آئی اے نے 1.8 ارب روپے کی مبینہ منی لانڈرنگ کے الزام میں مسلم لیگ ضیا کے صدراعجاز الحق کو طلب کرلیا ایف آئی کے مطابق اعجازالحق پر 1.8 ارب روپے کی منی لانڈرنگ اور آمدن سے زیادہ اثاثے رکہنے کا الزام ہے,,Biased
صوبائی وزیر نے رائٹ ٹو انفارمیشن ایکٹ کے تحت شہریوں کو معلومات کی بروقت فراہمی یقینی بنانے پر زور دیا صوبائی وزیر عامر میر نے کہا کہ موجودہ دور میں انفارمیشن کی دستیابی حکومتوں کو عوام کے سامنے جوابدہ بناتی ہے,,Biased
عوام کو حق حاصل ہے کہ ٹیکس کے پیسوں سے چلنے والے سرکاری محکوں کے بارے معلومات حاصل کر سکیں عامر میر نے کہا کہ پنجاب انفارمیشن کمیشن قانون کے مطابق معلومات کی فراہمی کیلئے سرکاری افسران اور محکموں کو پابند کرے,,Biased
انہوں نے اس امید کا اظہار کیا کہ مشکل وقت زیادہ دیر نہیں رہتا انشااللہ شام اور ترکی کے ہمارے بہائی بہی جلد اس امتحان سے سرخرو ہو کے نکلیں گے اپنے خطاب میں سیکرٹری اوقاف ڈاکٹر سید طاہر رضا بخاری نے کہا کہ محکمہ اوقاف کے پنجاب بہر میں نیٹ ورک کو متاثرین زلزلہ کی امداد کے لئے متحرک کر دیا گیا ہے,,Biased
اس موقع پر میڈیا سے گفتگو کرتے ہوئے نگران وزیر اوقاف بیرسٹر سید اظفر علی ناصر نے کہا کہ مدین الاولیا میں تین مقاصد مزارات پر ترقیاتی کاموں کا جائزہ لینے شام اور ترکی کے زلزلہ متاثرین کے لئے یکجہتی کانفرنس میں شرکت کرنے اور رمضان کی آمد کے پیش نظر انتظامات بہتر بنانے کے لئے آیا ہوں,,Biased
انہوں نے کہا کہ پنجاب حکومت کی جانب سے ملتان کے مزارات کی تزئین و آرائش پر ایک کروڑ 36 لاکہ روپے خرچ کئے جا رہے ہیں,,Biased
لاہور سٹی رپورٹر انجمن آڑہتیاں مرکزی سبزی منڈی بادامی باغ اعجاز چوہدری نے منی بجٹ کو مہنگائی کا ایٹم بم گرانے کے مترادف قرار دیتے ہوئے کہا کہ مہنگائی نے عام آدمی کی کمر توڑ کر رکہ دی ہے بنیادی ضروریات زندگی عام آدمی کی پہنچ سے دور ہوچکی ہیں,,Biased
عوام مہنگائی کی شرح میں بدترین اضافے سے بدحال اور ہر گزرتے دن کے ساتہ مشکلات سے دوچار ہیں ملکی کاروباری امور میں دشواریاں بازاروں مارکیٹوں میں مسلسل بڑہتی جارہی ہیں,,Biased
انہوں نے کہا کہ ریونیو کمپلیکس پی ڈی ایم اے پی ایل آر اے سمیت مختلف کمپلیکس کی تعمیر کی جائے گی بورڈ آف ریونیو سے ٹیکسز ونگ سمیت دیگر برانچز کو کمپلیکس میں شفٹ کیا جائے گا اور کمپلیکس میں آنے والے شہریوں کے لیے 400 سے زائد گاڑیوں کی پارکنگ کا انتظام بہی رکہا گیا ہے انہوں نے مزید کہا کہ کمپلیکس کے ساتہ سرکٹ ہاوس بہی تعمیر کیا جائے گا,,Biased
سیکرٹری ہائیڈرو یونین نے اپنے خطا ب میں بہرتی ہونے پر تمام افراد کو مبارک باد دی ا ور کہا کہ یہ لیسکو کی ایک اچہی روایت ہے اور باقاعدگی کے ساتہ اس تقریب کا کامیابی سے انعقاد کرنے پر ایچ آر ڈیپارٹمنٹ مبارکباد کا مستحق ہے,,Biased
